,Sentiment,Tweet
2865,neutral, discounts volunteer firefighters
2866,positive, thanks info Is number I call speak person Its going take hour type
2867,negative, cant DM without following me
2868,negative, website allow post required document keep getting were technical difficulties
2869,negative, called last night hrs got call back I get one day pass admirals club Im going spending hrs DFW
2870,neutral, Not dates destination Im headed
2871,negative,  honeymoon delayed day gas cap screwed on Flight  frustrating
2872,neutral, whats pet policy
2873,neutral, saga continues
2874,neutral, flights Columbus Ohio Dallas Texas Cancelled Flighted
2875,negative, Being put back hold HOUR completely unacceptable
2876,negative, rocks   horror
2877,negative, booked lh via ua However gate rebooked Late Flightr lh flight Now flight didnt earn pqd me How get
2878,neutral, could get gate crew help us FLT  would great
2879,negative, Thanks ruiningmy vacation You best this Could done without you
2880,negative, You never got wife destination expect  goodwill credit make everything hunkydory You blew it
2881,negative, delay I pay  BS A ticket You boarded flight early Im last board Now middle seat Wasted 
2882,neutral, real shit nigga north play around
2883,negative, quite possibly ruined entire first day South Florida bc disorganization 
2884,neutral, BIG Lovegratitudempower w  weRin  VIPswagbags  
2885,positive, lmfao love
2886,negative, working Lisa J ORD working hard us still VERY disappointing  EWR
2887,neutral, waiver NY weather today
2888,positive,  yall better 
2889,negative, possibly messed trip anymore did Thanks terrible airline 
2890,negative, I used committed  flyer merger I remember I switched  
2891,negative, let down  
2892,negative, Thanks telling us flight Cancelled Flightled helping us anyway ruining birthday 
2893,negative, How auto check CP holders Come on
2894,neutral, DM
2895,negative, status match program I applied three weeks Called emailed response
2896,neutral, flight
2897,negative, noooooooooooooooooooooope
2898,negative, get aa frequent flyer number appear USAir reservation Frustrating
2899,negative, My flight UA Denver  recheduled  times If I show know why Ridiculous
2900,neutral,  Helloare flights taking  airport noon Am supposed travel flight  San antonio
2901,negative, flight phf clt At terminal cant get plane yet Need get iah flight
2902,neutral, I cri
2903,positive, mission accomplished gave  hug 
2904,neutral, phone now looks like global
2905,negative,  ticketh biz trvlno wifiMissed con fltnext onehmissed meeting food voucherhotel chkoutfltno wifihotel
2906,neutral, unveils new Bluemanity livery  USA TODAY 
2907,negative, good news Weve located crew made contact them flight supposed leave  minutes ago 
2908,positive, Thank you
2909,negative, flight UA sitting newark waiting gate seriously  Flight
2910,negative, come home day Late Flight find guys lost luggage
2911,neutral, If read tweet gap process folks take multiple flights one day
2912,negative,Noooo it please RT  Our fleets fleek 
2913,negative, wifi     Thats all Ps This tech intro video joke 
2914,positive, were MCO Thanks
2915,negative, Have trying reach American Airlines since last evening Cancelled Flight flights WORST CUSTOMER SERVICE EVER What now
2916,negative,  hr flight delay delay land  Is even real life  Get plane  I wanna go home  heel clicks
2917,neutral,  Hi Know pastor homeschool mom might like SpiritED Have em contact Prefundia
2918,neutral, I contact know changes destination really evaluate Thanks
2919,negative,  Flight  departing even board
2920,negative, flight New York Love quality planes United     
2921,neutral,   All entertaining
2922,negative, served rubber pasta covered In sauce tastes like plastic Do food human consumption anymore 
2923,negative, Its difficult work Baggage claims answer phone
2924,positive, thanks help I left message DCA lost found Fingers crossed find it
2925,negative, When United flight arrives Late Flight Im told rebook connecting United flight characterize no show
2926,neutral, cant even accommodate us letting us fly another airport Horrible service fault
2927,neutral, Are flights going Dallas morning Thanks
2928,negative, website fucked up Now instead  flight I shouldve yesterday  today Thanks
2929,negative, My luggage still found Luggage scanned final destination So way knowing is
2930,neutral, need assistance change flight get ailing parent flight leaving Tuesday need change ASAP sooner 
2931,negative, How I get through
2932,negative, WHAT Yall zero concept customer service Ohand connection delayed too
2933,negative, checked last night  airport supervisor w boarding pass A  boarding today seat changed F How happen
2934,positive, Giants Virgin America A match made heaven
2935,negative, Trying Cancelled Flight fligt  OHare Dallas pm High call volume one answer Online confirmation 
2936,neutral, whats good Miami terminal
2937,neutral, Do sort live chat feature Were UK right call would cost us alot 
2938,neutral, Just sent
2939,negative,  going  min waiting plane vacate gate 
2940,positive, Very excited first time Sunday March  I get fly  flight   JFK Looking forward 
2941,negative, I checked Standby st Class find I not list This merger pain
2942,negative, instead putting burden customers right thing get gate agents
2943,negative, worst Worst reservation policies Worst costumer service Worst worst worst Congrats  bad
2944,negative, got email reservations got Cancelled Flightled refunded Nothing got refunded yet
2945,negative, where trick making us look popular Twitter worst airline  
2946,negative,  Still sitting here Feels badly handled
2947,negative, top check bag I wait  min bag come baggage claim Thanks wasting time
2948,negative, If believe keeping customers happy especially mistake made part
2949,neutral, sent
2950,neutral, It  But helped weight issue took vouchers hopped  flight instead 
2951,negative, messed refuse wait  min united fault delay leave early absolutely disgusting
2952,negative, Help My girlfriend Amy Lloyd going miss flt Zurich bc fault She needs golf cart meet ORD 
2953,positive, incredible PR team
2954,neutral, person currently bettween gates A  LAX
2955,negative, thats understandable issue creating new flight without personnel itI changed plans accommodate
2956,negative, talked themon standby tomorrow look good May stay till Friday  thats guaranteed
2957,negative, although I stranded Chicago OHare another  hours Any chance crackerjack service team could provide meal
2958,negative, listening lowest provider inflight wifi Get times
2959,positive, Will try standby Denver tonight Cancelled Flight father son trip till next year Thx trying
2960,neutral,  SWA willing follow up FINALLY
2961,negative,  So I need talk ensure statement sent bank I get credit charges
2962,neutral, chocoLate Flight please melting 
2963,negative, Interesting forward compliments never complaints Worlds worst airline 
2964,negative,  sisters flight  cancld She cant get agent Theyve called back put hold  discnctAny help
2965,neutral, keep updated Let know bags make flight jburg
2966,negative, would nice app would actually inform flight delayed
2967,negative, I call still warehouse might going tonight
2968,negative, Im sick living airport 
2969,negative, flight  matters all Hell next get luggage properly transferred  
2970,negative, Your staff really kind flight delay Luggage Not all Very disappointing
2971,neutral, I would love   treatment
2972,positive, kidding Gonna take beating apron And good lookin planes there
2973,neutral, On flt  DFW FAT  d Can rebook  flight tonight Cant get phone
2974,positive, Please come Indianapolis
2975,negative, hour unacceptable wait time thanks nothing Be sure never fly
